BookingID,BookingDate,CustomerID,CustomerName,Gender,Age,MobileNo,EmailID,City,Country,FlightID,FlightName,FlightNumber,SourceCity,SourceAirport,DestinationCity,DestinationAirport,FlightDate,DepartureTime,ArrivalTime,SeatClass,SeatNumber,PNRNumber,TicketPrice,TaxAmount,TotalAmount,PaymentMode,PaymentStatus,BookingStatus
1342,2026-04-23,CUST001342,Logan Yadav,Female,-5,6756517754.0,qroy@example.org,Mango,India,FL001342,Qatar Airways,QR3631,Bengaluru,Kempegowda International Airport,London,Heathrow Airport,2026-05-28,17:45,22:45,Business,35D,,41292,2064.6,43356.6,UPI,Paid,Waiting
1358,2025-07-01,CUST001358,Indali Anne,Female,31.0,,zaidrattan@example.org,Vellore,India,FL001358,Air India,QP4743,Chennai,Chennai International Airport,Doha,Hamad International Airport,2025-10-07,04:15,07:15,Premium Economy,3A,PNR8274833,25970,1298.5,27268.5,UPI,Pending,Waiting
4088,2026-03-31,CUST004088,Nimrat Sule,Male,58.0,,brindaahuja@example.net,Nagercoil,India,FL004088,Thai Airways,QR6037,Jaipur,Jaipur International Airport,Doha,Hamad International Airport,2026-04-10,14:45,20:45,Business,21A,PNR7307467,0,2506.75,52641.75,Net Banking,Refunded,Cancelled
3769,2025-09-16,CUST003769,Aarush Nagy,Female,73.0,7974407862.0,ndutt@example.com,Kolhapur,Singapore,FL003769,Thai Airways,QP1829,Singapore,Singapore Changi Airport,Dubai,Dubai International Airport,2025-12-11,20:00,05:00,First Class,4F,,3119,155.95,3274.95,Net Banking,Pending,Waiting
3963,2026-05-04,CUST003963,Yasti Choudhury,Female,72.0,8011621597.0,tsoni@example.org,Kulti,Singapore,FL003963,Thai Airways,SG2994,London,Heathrow Airport,Delhi,Indira Gandhi International Airport,2026-07-13,00:45,01:45,Economy,6D,PNR7882012,-11424,141.2,2965.2,Debit Card,Pending,Confirmed
2811,2026-02-28,CUST002811,,Male,69.0,7054224178.0,geetikakapoor@example.org,Warangal,Singapore,FL002811,SpiceJet,SG6397,Singapore,Singapore Changi Airport,Dubai,Dubai International Airport,2026-04-05,05:45,15:45,Premium Economy,8B,PNR2147333,51852,2592.6,54444.6,UPI,Pending,Waiting
878,2025-11-29,CUST000878,  Gayathri Chatterjee   ,Male,52.0,7943510504.0,bhavyasodhi@example.org,Hosur,Thailand,FL000878,Thai Airways,EK4576,Dubai,Dubai International Airport,Pune,Pune International Airport,2026-03-11,16:30,01:30,Premium Economy,44F,PNR4614892,27782,1389.1,29171.1,Debit Card,Refunded,Waiting
3682,2025-10-16,CUST003682,Widisha Parmar,Female,55.0,6248169582.0,rachitparsa@example.org,Coimbatore,UAE,FL003682,IndiGo,6E6467,Pune,Pune International Airport,Jaipur,Jaipur International Airport,2026-01-29,10:45,15:45,Premium Economy,36C,PNR1506445,68408,3420.4,71828.4,Debit Card,Refunded,Confirmed
3875,2025-10-21,CUST003875,Raagini Bora,Male,46.0,799970488.0,isharaf@example.com,Bijapur,UK,FL003875,Akasa Air,UK8728,Pune,Pune International Airport,Dubai,Dubai International Airport,2025-11-30,20:45,05:45,,13B,PNR1301814,35800,1790.0,37590.0,Credit Card,Paid,Confirmed
2520,2026-06-06,CUST002520,Qadim Chanda,Male,25.0,,harinimody@example.org,Vijayawada,UAE,FL002520,Lufthansa,UK8956,Jaipur,Jaipur International Airport,Chennai,Chennai International Airport,,10:45,15:45,Economy,39A,PNR1115927,50072,2503.6,52575.6,Credit Card,Refunded,Waiting
4967,2025-09-17,CUST004967,Aradhana Sanghvi,Male,34.0,4801611254.0,,Erode,Thailand,FL004967,SpiceJet,QP9485,Pune,Pune International Airport,Dubai,Dubai International Airport,2026-01-14,08:00,11:00,First Class,1F,PNR9082677,61778,3088.9,64866.9,Net Banking,Pending,Cancelled
4958,2025-12-17,CUST004958,,Female,49.0,5258928386.0,oscarvarughese@example.org,Ujjain,Thailand,FL004958,IndiGo,SG2791,London,Heathrow Airport,Goa,Manohar International Airport,2026-03-18,07:30,13:30,Economy,33A,PNR6566605,49043,2452.15,51495.15,UPI,Paid,Waiting
2942,2025-12-15,CUST002942,,Male,72.0,6802294947.0,anmol92@example.net,Bulandshahr,Thailand,FL002942,IndiGo,EK8410,Doha,Hamad International Airport,,Pune International Airport,2026-03-05,07:30,13:30,Economy,24B,PNR9237167,31266,1563.3,32829.3,UPI,Pending,Waiting
4545,2026-04-16,CUST004545,Kevin Uppal,Male,29.0,1276459016.0,prout@example.org,Meerut,India,FL004545,Emirates,AI8995,,Singapore Changi Airport,,Jaipur International Airport,2026-07-04,17:15,18:15,Business,18E,PNR4885065,10711,535.55,11246.55,UPI,Paid,Cancelled
2770,2026-01-30,CUST002770,Vrinda Srivastava,Female,63.0,,tejas41@example.org,Mehsana,UAE,FL002770,Thai Airways,SG810,Hyderabad,Rajiv Gandhi International Airport,Singapore,Singapore Changi Airport,2026-02-12,05:15,14:15,Business,18F,PNR7590559,28048,1402.4,29450.4,UPI,Pending,Cancelled
1571,2026-06-15,CUST001571,Vinaya Edwin,Female,19.0,3826701813.0,paitanay@example.org,Nizamabad,UAE,FL001571,Lufthansa,EK7165,Chennai,Chennai International Airport,Bengaluru,Kempegowda International Airport,2026-07-30,10:00,20:00,First Class,43E,PNR1080361,54876,2743.8,57619.8,Net Banking,,Waiting
4969,2026-01-09,CUST004969,Krisha Kashyap,Female,61.0,1165722435.0,tripathiunni@example.com,Firozabad,UK,FL004969,IndiGo,6E9525,London,Heathrow Airport,Singapore,Singapore Changi Airport,2026-02-20,18:00,02:00,First Class,26B,,56699,2834.95,59533.95,UPI,Pending,Waiting
2010,2026-01-08,CUST002010,Bachittar Palan,Male,73.0,,bandiamol@example.org,Thoothukudi,UAE,FL002010,Qatar Airways,SG9942,Bengaluru,Kempegowda International Airport,London,Heathrow Airport,2026-03-20,18:00,22:00,First Class,30A,PNR1787153,69850,3492.5,73342.5,Credit Card,,Cancelled
3025,2026-03-20,CUST003025,Yachana Mane,Male,35.0,126604458.0,mitali01@example.com,Lucknow,UAE,FL003025,Vistara,SG8824,,Chhatrapati Shivaji Maharaj International Airport,London,Heathrow Airport,,14:00,18:00,Premium Economy,28C,PNR9639608,47526,2376.3,49902.3,UPI,Pending,Confirmed
706,2025-10-22,CUST000706,Samarth Chokshi,Female,46.0,4653950973.0,umangparekh@example.org,Amaravati,Singapore,FL000706,Vistara,QR8349,Pune,Pune International Airport,Dubai,Dubai International Airport,2026-01-10,22:15,00:15,Premium Economy,12F,PNR1358064,21686,1084.3,22770.3,UPI,Pending,Cancelled
2882,2025-12-30,CUST002882,Hamsini Kade,Female,24.0,5439533717.0,minhasaarush@example.com,Patna,India,FL002882,Qatar Airways,QR7822,Hyderabad,Rajiv Gandhi International Airport,Singapore,Singapore Changi Airport,2026-02-12,22:15,23:15,Business,39C,PNR1142135,31619,1580.95,33199.95,Credit Card,Paid,Cancelled
560,2025-11-17,CUST000560,Victor Gaba,Female,27.0,9874366368.0,prabhunitara@example.com,Jorhat,India,FL000560,Lufthansa,QP5877,Bangkok,Suvarnabhumi Airport,London,Heathrow Airport,2026-02-26,10:15,11:15,Economy,43C,PNR6986791,19049,952.45,20001.45,UPI,Refunded,Cancelled
4304,2025-07-02,CUST004304,Owen Keer,Female,,8804979235.0,lpatla@example.org,,India,FL004304,vistara123,EK7223,Doha,Hamad International Airport,,Rajiv Gandhi International Airport,2025-10-01,14:15,16:15,Economy,28F,PNR2422014,23806,1190.3,24996.3,Net Banking,Paid,Waiting
3976,2026-04-17,CUST003976,Chatresh Ramanathan,Male,Twenty,8374631004.0,prasadakshay@example.net,Purnia,UAE,FL003976,Air India,6E1414,Pune,Pune International Airport,Dubai,Dubai International Airport,2026-08-06,07:00,11:00,First Class,36C,PNR1978432,16212,810.6,17022.6,UPI,,Confirmed
3281,2026-04-12,CUST003281,Bachittar Barad,Female,34.0,9991008482.0,aarnavmall@example.net,Yamunanagar,UAE,FL003281,Emirates,UK8629,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Bengaluru,Kempegowda International Airport,2026-06-03,14:00,15:00,First Class,8C,PNR2342496,44128,2206.4,46334.4,Net Banking,Paid,Cancelled
3166,2025-07-25,CUST003166,Anjali Garg,Male,71.0,9200500570.0,bhatnagarindali@example.org,Gandhidham,UK,FL003166,Akasa Air,AI1366,Pune,Pune International Airport,Chennai,Chennai International Airport,2025-11-18,13:45,21:45,Premium Economy,35D,PNR7789577,8149,407.45,8556.45,Debit Card,Refunded,Waiting
1861,2026-04-14,CUST001861,David Sodhi,Male,59.0,9443350628.0,pandeyjoshua@example.com,Vasai-Virar,UAE,FL001861,Thai Airways,UK6376,Bengaluru,Kempegowda International Airport,,Chhatrapati Shivaji Maharaj International Airport,2026-05-07,19:00,03:00,Economy,24E,PNR1147303,73555,3677.75,77232.75,Credit Card,Refunded,Cancelled
1040,2025-06-30,CUST001040,Triveni Sampath,Male,,2524343558.0,varenyaborah@example.com,Raipur,Singapore,FL001040,Lufthansa,EK2919,Mumbai,Chhatrapati Shivaji Maharaj International Airport,,Heathrow Airport,2025-09-19,15:15,16:15,Premium Economy,29C,PNR4884243,19157,957.85,20114.85,Debit Card,Pending,Confirmed
678,2025-07-08,CUST000678,Aarini Dalal,Female,38.0,4153369272.0,fchowdhury@example.net,Kurnool,UK,FL000678,spice jet,EK6193,Singapore,Singapore Changi Airport,Chennai,Chennai International Airport,2025-10-17,23:45,00:45,First Class,18B,PNR1258137,49799,2489.95,52288.95,UPI,Pending,Cancelled
2859,2026-04-07,CUST002859,Inaya Bose,Male,22.0,3210766508.0,gsood@example.net,Machilipatnam,India,FL002859,Qatar Airways,AI3037,Delhi,Indira Gandhi International Airport,Bengaluru,Kempegowda International Airport,2026-05-24,06:30,16:30,,26A,PNR1907042,14856,742.8,15598.8,UPI,Paid,Waiting
1573,2025-12-20,CUST001573,Upadhriti Srinivas,Male,25.0,9896364806.0,hemangini69@example.net,Nadiad,UAE,FL001573,Vistara,EK4962,Delhi,Indira Gandhi International Airport,Jaipur,Jaipur International Airport,2026-04-11,22:45,04:45,First Class,28A,PNR3754417,4539,226.95,4765.95,Debit Card,Refunded,
2041,2025-08-22,CUST002041,Odika Warrior,Female,75.0,9032968513.0,virajwagle@example.org,Satara,Singapore,FL002041,Lufthansa,SG6970,Delhi,Indira Gandhi International Airport,Singapore,Singapore Changi Airport,2025-09-06,13:00,20:00,Economy,26C,PNR8904611,26736,1336.8,28072.8,Credit Card,Refunded,Cancelled
4908,2025-12-26,CUST004908,Shaurya Suresh,Female,57.0,8214198211.0,oeshi43@example.net,Tiruchirappalli,India,FL004908,Air India,6E9745,Doha,Hamad International Airport,Delhi,Indira Gandhi International Airport,2026-01-20,16:45,00:45,Economy,33A,PNR4647374,59049,2952.45,62001.45,Net Banking,Refunded,Cancelled
2315,2025-10-02,CUST002315,,Female,18 Years,7591191470.0,harsh83@example.net,Mahbubnagar,UK,FL002315,SpiceJet,QP1878,,Manohar International Airport,Bangkok,Suvarnabhumi Airport,2025-10-05,16:45,00:45,First Class,4E,,66302,3315.1,69617.1,Debit Card,Refunded,Waiting
2617,2025-11-08,CUST002617,Idika Walia,Male,N/A,9101457912.0,,Unnao,Singapore,FL002617,Akasa Air,EK312,Doha,Hamad International Airport,Bengaluru,Kempegowda International Airport,2026-01-11,19:15,23:15,First Class,5D,PNR8879558,32618,1630.9,34248.9,Debit Card,,Confirmed
4931,2025-07-13,CUST004931,Aradhana Gola,Female,Unknown,2937972419.0,ekavir85@example.org,Pune,Thailand,FL004931,Etihad Airways,UK2810,Bengaluru,Kempegowda International Airport,Dubai,Dubai International Airport,2025-07-19,23:00,01:00,Economy,47E,PNR9316835,40575,2028.75,42603.75,Debit Card,Pending,Waiting
4765,2025-11-30,CUST004765,Warda Saini,Male,45.0,2362718713.0,,Rajpur Sonarpur,Singapore,FL004765,British Airways,QR3826,,Jaipur International Airport,Pune,Pune International Airport,2026-02-14,12:30,17:30,Premium Economy,6C,PNR6479420,59370,2968.5,62338.5,UPI,,
1783,2025-09-11,CUST001783,,Male,,5478344148.0,fariq70@example.net,Nagpur,Singapore,FL001783,Vistara,6E5661,Pune,Pune International Airport,Doha,Hamad International Airport,2025-10-01,18:30,03:30,First Class,2F,PNR7240954,44398,2219.9,46617.9,Debit Card,Pending,Cancelled
4629,2025-07-12,CUST004629,Alka Sarkar,Female,41.0,417744822.0,vyanjana71@example.com,Hapur,Singapore,FL004629,British Airways,6E3870,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Pune,Pune International Airport,2025-11-08,01:30,06:30,Business,22F,PNR9577142,0,217.65,4570.65,UPI,Refunded,Cancelled
1720,2026-01-30,CUST001720,Maya Kalita,Male,41.0,5814744701.0,jairaj44@example.com,Gwalior,UAE,FL001720,Air India,SG6313,Mumbai,Chhatrapati Shivaji Maharaj International Airport,,Pune International Airport,2026-04-28,17:15,01:15,Business,28D,PNR8808068,4971,248.55,5219.55,Debit Card,Pending,Cancelled
3923,2026-01-20,CUST003923,,Female,40.0,7290533672.0,rsuri@example.com,Vijayanagaram,Singapore,FL003923,SpiceJet,SG5146,Jaipur,Jaipur International Airport,Hyderabad,Rajiv Gandhi International Airport,,08:45,13:45,Economy,46B,PNR6230660,3982,199.1,4181.1,UPI,Refunded,Confirmed
1963,2026-01-25,CUST001963,Tara Banerjee,Male,73.0,6454153654.0,kgolla@example.com,Hajipur,UK,FL001963,Lufthansa,AI1454,Bangkok,Suvarnabhumi Airport,,Chhatrapati Shivaji Maharaj International Airport,2026-05-10,16:00,21:00,Premium Economy,36A,PNR4028255,23527,1176.35,24703.35,Credit Card,Refunded,Confirmed
3412,2025-08-10,CUST003412,Upasna De,Female,66.0,6650344801.0,somyamini@example.com,Navi Mumbai,India,FL003412,SpiceJet,SG788,Doha,Hamad International Airport,Jaipur,Jaipur International Airport,2025-11-03,06:15,09:15,Business,44D,PNR5567056,39333,1966.65,41299.65,Debit Card,,Waiting
3912,2025-12-15,CUST003912,Krisha Mukhopadhyay,Female,44.0,1822042395.0,eiravati60@example.com,Kirari Suleman Nagar,India,FL003912,Vistara,SG4606,Goa,Manohar International Airport,Singapore,Singapore Changi Airport,2026-03-31,20:30,06:30,First Class,9B,PNR7124960,59543,2977.15,62520.15,UPI,Refunded,Waiting
608,2026-01-23,CUST000608,Sara Shanker,Male,42.0,2059297330.0,isamra@example.com,Siliguri,Thailand,FL000608,British Airways,EK9527,,Hamad International Airport,Pune,Pune International Airport,2026-05-19,13:45,16:45,Business,23E,PNR4428695,69883,3494.15,73377.15,Net Banking,Refunded,
1030,2025-09-10,CUST001030,Onkar Chhabra,Male,75.0,744007190.0,jonathanrege@example.com,Thrissur,UAE,FL001030,spice jet,QR7092,Doha,Hamad International Airport,London,Heathrow Airport,2025-12-22,04:45,05:45,Economy,2D,PNR4428443,4066,203.3,4269.3,Credit Card,Paid,Confirmed
2442,2026-05-18,CUST002442,Inaya Sawhney,Male,,1121224007.0,yashram@example.org,Jammu,India,FL002442,Vistara,UK1363,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Goa,Manohar International Airport,,19:45,05:45,First Class,32B,PNR2087047,-30416,961.5,20191.5,UPI,Pending,Waiting
3209,2026-02-24,CUST003209,     ,Male,64.0,1142108465.0,advaysaini@example.com,Suryapet,Thailand,FL003209,Vistara,SG6562,Singapore,Singapore Changi Airport,Dubai,Dubai International Airport,2026-06-17,15:45,23:45,First Class,14D,PNR6183394,8533,426.65,8959.65,Debit Card,Pending,Waiting
4024,2026-05-29,CUST004024,Bhavini Swaminathan,Male,29.0,1073190516.0,brindasanghvi@example.com,Karimnagar,UAE,FL004024,Air India,QR1704,London,Heathrow Airport,,Jaipur International Airport,2026-08-25,05:00,11:00,Premium Economy,7C,PNR3732765,56294,2814.7,59108.7,UPI,Pending,Cancelled
4933,2026-05-24,CUST004933,,Female,35.0,9037824812.0,qyadav@example.org,Bellary,Singapore,FL004933,British Airways,AI2233,Delhi,Indira Gandhi International Airport,Dubai,Dubai International Airport,2026-08-25,10:30,16:30,First Class,9A,PNR9987410,16273,813.65,17086.65,Net Banking,Paid,Waiting
2337,2026-06-05,CUST002337,Advaith Dhar,Male,52.0,,aarav50@example.com,Dibrugarh,UK,FL002337,Qatar Airways,UK6091,Doha,Hamad International Airport,Bengaluru,Kempegowda International Airport,2026-07-19,08:45,11:45,First Class,37A,,63752,3187.6,66939.6,Debit Card,Refunded,Confirmed
1594,2025-06-27,CUST001594,  Manthan Naidu   ,Male,22.0,84965789.0,mandertara@example.com,Alappuzha,UAE,FL001594,indigo,6E7180,Hyderabad,Rajiv Gandhi International Airport,Dubai,Dubai International Airport,2025-10-22,22:15,00:15,Business,9A,PNR7952619,50419,2520.95,52939.95,Credit Card,Paid,Waiting
1166,2025-07-05,CUST001166,,Male,75.0,2621467174.0,user@,Vellore,Singapore,FL001166,INDIGO ,QP716,Singapore,Singapore Changi Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2025-08-09,10:00,20:00,First Class,4D,PNR5515251,13049,652.45,13701.45,Net Banking,Paid,Confirmed
1,2026-05-09,CUST000001,,Female,,2221990618.0,rakshamuni@example.com,Raichur,Thailand,FL000001,Emirates,SG950,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Chennai,Chennai International Airport,2026-08-16,13:30,15:30,Premium Economy,9C,PNR6600174,7500,375.0,7875.0,Credit Card,Paid,Confirmed
2776,2026-05-04,CUST002776,Chandresh Narula,Male,42.0,6072946421.0,baltristan@example.net,Shimla,Singapore,FL002776,SpiceJet,QP816,Hyderabad,Rajiv Gandhi International Airport,London,Heathrow Airport,2026-07-04,01:15,05:15,Economy,5B,PNR8768540,68419,3420.95,71839.95,Net Banking,Paid,Cancelled
4323,2026-03-04,CUST004323,Dominic Badal,Female,18 Years,2108517030.0,ishanvi51@example.com,Erode,India,FL004323,Singapore Airlines,SG829,Kolkata,Netaji Subhas Chandra Bose International Airport,London,Heathrow Airport,2026-03-27,09:30,14:30,Economy,50E,PNR4838841,41097,2054.85,43151.85,Debit Card,,Cancelled
806,2026-01-23,CUST000806,,Female,36.0,1313234646.0,jacksonkakar@example.org,Jamalpur,UAE,FL000806,Lufthansa,QP2645,Singapore,Singapore Changi Airport,Hyderabad,Rajiv Gandhi International Airport,2026-01-29,00:45,06:45,Economy,37B,PNR6578751,43274,2163.7,45437.7,UPI,Pending,Cancelled
3118,2026-01-16,CUST003118,Aarnav Bhattacharyya,Female,29.0,1027278112.0,qtoor@example.org,Hajipur,UK,FL003118,Qatar Airways,UK5299,,Heathrow Airport,Chennai,Chennai International Airport,2026-04-08,10:45,20:45,Business,1E,PNR7021969,9785,489.25,10274.25,Debit Card,Pending,Confirmed
2227,2026-01-14,CUST002227,Logan Lad,Male,61.0,9094825447.0,petersingh@example.net,Ramgarh,Singapore,FL002227,Akasa Air,SG8291,Jaipur,Jaipur International Airport,Bangkok,Suvarnabhumi Airport,2026-02-20,07:30,09:30,First Class,34D,PNR5990255,51051,2552.55,53603.55,Credit Card,Pending,Confirmed
910,2025-09-14,CUST000910,,Female,39.0,3883477342.0,yvenkatesh@example.com,Davanagere,UK,FL000910,British Airways,QR5759,Jaipur,Jaipur International Airport,Chennai,Chennai International Airport,2025-10-12,23:30,03:30,First Class,2A,PNR5115664,64404,3220.2,67624.2,Net Banking,Paid,Waiting
4015,2026-06-07,CUST004015,Udarsh Wagle,Female,20.0,3736242746.0,emistry@example.com,Ambarnath,UAE,FL004015,Emirates,QP9538,Goa,Manohar International Airport,Bangkok,Suvarnabhumi Airport,2026-09-16,20:15,21:15,Premium Economy,45E,PNR5486815,27791,1389.55,29180.55,Net Banking,Refunded,
4500,2025-09-12,CUST004500,Yatan Brar,Female,65.0,3261249795.0,jacksonnatarajan@example.com,Yamunanagar,India,FL004500,Thai Airways,EK3966,,Heathrow Airport,Doha,Hamad International Airport,,22:45,00:45,Economy,2C,PNR9456046,34298,1714.9,36012.9,Net Banking,Paid,Cancelled
31,2025-12-03,CUST000031,,Female,37.0,1334407104.0,tpatla@example.net,Hajipur,Thailand,FL000031,spice jet,QR5641,London,Heathrow Airport,Pune,Pune International Airport,2026-01-07,18:00,03:00,Economy,43B,PNR6169294,27140,1357.0,28497.0,Debit Card,Paid,Cancelled
3869,2025-12-21,CUST003869,Vidhi Sanghvi,Female,64.0,8215719700.0,ryanaurora@example.org,Medininagar,Singapore,FL003869,IndiGo,AI7033,Doha,Hamad International Airport,Bengaluru,Kempegowda International Airport,2026-04-07,22:15,07:15,Premium Economy,23E,,23854,1192.7,25046.7,Credit Card,Pending,Cancelled
4943,2026-06-08,CUST004943,Parth Purohit,Female,65.0,7629819372.0,vprabhu@example.com,Bulandshahr,Thailand,FL004943,Lufthansa,SG3646,Bangkok,Suvarnabhumi Airport,Singapore,Singapore Changi Airport,2026-08-05,16:15,21:15,,49C,PNR3363864,33926,1696.3,35622.3,Credit Card,Paid,Cancelled
2753,2026-03-14,CUST002753,,Male,66.0,401908689.0,lekha40@example.com,Malegaon,Singapore,FL002753,Singapore Airlines,UK2510,Kolkata,Netaji Subhas Chandra Bose International Airport,Singapore,Singapore Changi Airport,2026-05-21,08:45,16:45,First Class,14A,PNR4584105,34095,1704.75,35799.75,Debit Card,Pending,Confirmed
3077,2025-11-18,CUST003077,Aarav Kant,Female,57.0,7341702177.0,sborah@example.org,Phagwara,Thailand,FL003077,Emirates,QP8368,Bengaluru,Kempegowda International Airport,Singapore,Singapore Changi Airport,2026-02-22,00:30,04:30,First Class,13E,PNR1477165,13899,694.95,14593.95,UPI,Pending,Waiting
734,2026-04-27,CUST000734,Saanvi Tripathi,Male,59.0,4463555494.0,boraharini@example.net,Shimoga,Thailand,FL000734,SpiceJet,EK2918,Dubai,Dubai International Airport,Jaipur,Jaipur International Airport,2026-06-17,07:00,17:00,,22A,PNR1155308,3232,161.6,3393.6,Net Banking,Refunded,Cancelled
4906,2026-05-20,CUST004906,Azad Dada,Male,64.0,,psheth@example.org,Jaunpur,Singapore,FL004906, Air India,SG1028,Chennai,Chennai International Airport,London,Heathrow Airport,2026-06-26,17:00,01:00,Business,32B,PNR6046992,63252,3162.6,66414.6,Net Banking,Paid,Confirmed
1339,2025-10-31,CUST001339,,Female,34.0,4308390105.0,sureshvasana@example.net,Amroha,UAE,FL001339,Thai Airways,QP3982,Singapore,Singapore Changi Airport,Jaipur,Jaipur International Airport,2026-01-02,06:30,13:30,First Class,37B,PNR3881190,63917,3195.85,67112.85,UPI,,
4420,2026-05-24,CUST004420,Yagnesh Bhakta,Male,18 Years,1842680336.0,zinaltoor@example.com,Mumbai,Singapore,FL004420,Akasa Air,EK7221,Bangkok,Suvarnabhumi Airport,Chennai,Chennai International Airport,2026-07-05,02:00,06:00,Premium Economy,32F,,4387,219.35,4606.35,Debit Card,Refunded,
3689,2026-05-28,CUST003689,Chaman Thaker,Male,39.0,8818475498.0,brahmbhattnathaniel@example.net,Dewas,UK,FL003689,vistara123,6E8975,Bengaluru,Kempegowda International Airport,Doha,Hamad International Airport,2026-08-21,14:15,18:15,,17F,PNR4387729,65636,3281.8,68917.8,Debit Card,Pending,Cancelled
1864,2026-04-23,CUST001864,Victor Parikh,Male,37.0,9059549963.0,doctorbrinda@example.org,Khammam,India,FL001864,Qatar Airways,QP8843,Doha,Hamad International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2026-08-10,07:45,09:45,First Class,2A,PNR4961475,22548,1127.4,23675.4,Credit Card,,Cancelled
3078,2025-07-29,CUST003078,,Male,48.0,2996102348.0,rmanne@example.org,,Singapore,FL003078,Qatar Airways,AI7790,Doha,Hamad International Airport,Bangkok,Suvarnabhumi Airport,2025-11-25,09:30,11:30,First Class,16B,PNR8320840,21527,1076.35,22603.35,Debit Card,Pending,Waiting
3526,2026-02-03,CUST003526,Sachi Batra,Male,,5528127047.0,hemalkunda@example.com,Tinsukia,India,FL003526,IndiGo,QR5493,Goa,Manohar International Airport,London,Heathrow Airport,2026-05-20,11:00,15:00,Economy,16C,PNR8764495,12781,639.05,13420.05,Debit Card,Pending,Cancelled
4246,2025-07-12,CUST004246,Pratyush Sodhi,Male,55.0,5109104933.0,advikpathak@example.com,Nandyal,India,FL004246,Thai Airways,6E2055,Bengaluru,Kempegowda International Airport,,Hamad International Airport,00-00-0000,21:45,04:45,First Class,36A,PNR5457632,11370,568.5,11938.5,Net Banking,Paid,Cancelled
845,2025-11-10,CUST000845,Nicholas Garg,Male,62.0,3744570518.0,,Singrauli,UAE,FL000845,Qatar Airways,QR1463,Kolkata,Netaji Subhas Chandra Bose International Airport,Delhi,Indira Gandhi International Airport,2025-12-07,20:30,03:30,First Class,15A,PNR4317065,41433,2071.65,43504.65,UPI,Pending,Waiting
2589,2026-03-21,CUST002589,,Male,72.0,1330100910.0,ubatra@example.net,Dhanbad,Singapore,FL002589,Vistara,EK7849,Pune,Pune International Airport,Doha,Hamad International Airport,,01:00,10:00,First Class,39C,PNR8258106,21806,1090.3,22896.3,UPI,Paid,Waiting
3476,2026-01-08,CUST003476,,Male,,3112319911.0,,Bhalswa Jahangir Pur,UAE,FL003476,Etihad Airways,SG7979,Delhi,Indira Gandhi International Airport,Bangkok,Suvarnabhumi Airport,2026-04-10,04:45,09:45,Business,39D,PNR9967261,30621,1531.05,32152.05,Net Banking,,Waiting
2931,2026-02-10,CUST002931,Diya Samra,Male,61.0,7259033316.0,rrai@example.com,Adoni,UK,FL002931,Lufthansa,SG2939,Dubai,Dubai International Airport,London,Heathrow Airport,2026-02-16,11:45,13:45,Premium Economy,7F,PNR3453979,10258,512.9,10770.9,Debit Card,Refunded,Waiting
4148,2025-10-20,CUST004148,Amol Bhardwaj,Male,41.0,3462534192.0,,Bardhaman,UAE,FL004148,Singapore Airlines,AI4888,Bangkok,Suvarnabhumi Airport,Doha,Hamad International Airport,2025-10-22,13:15,22:15,Economy,6B,PNR5318586,20585,1029.25,21614.25,Debit Card,Pending,Waiting
2597,2026-02-28,CUST002597,Aryan Shenoy,Female,53.0,1925247182.0,lakshit19@example.net,Silchar,Thailand,FL002597,Air India,SG5258,Dubai,Dubai International Airport,Doha,Hamad International Airport,2026-03-04,02:00,07:00,Business,43B,PNR4434627,69993,3499.65,73492.65,Credit Card,Pending,Waiting
1984,2025-09-27,CUST001984,Pushti Wadhwa,Male,31.0,1518407.0,anay97@example.net,Rourkela,UK,FL001984,Qatar Airways,SG7143,Delhi,Indira Gandhi International Airport,,Rajiv Gandhi International Airport,2025-12-12,05:15,10:15,Economy,33D,PNR2375088,51227,2561.35,53788.35,Credit Card,Refunded,Waiting
3867,2026-06-14,CUST003867,Shravya Khosla,Female,38.0,490373219.0,yochanapurohit@example.net,Moradabad,UK,FL003867,Emirates,AI8361,Delhi,Indira Gandhi International Airport,Goa,Manohar International Airport,2026-06-19,08:45,18:45,Business,16F,PNR4342177,30663,1533.15,32196.15,Debit Card,Pending,Cancelled
1890,2026-02-02,CUST001890,Darpan Dayal,Male,23.0,7778814667.0,amrita36@example.net,Bellary,UK,FL001890,spice jet,EK605,Delhi,Indira Gandhi International Airport,Doha,Hamad International Airport,,01:30,05:30,Economy,23B,PNR3677114,52714,2635.7,55349.7,Debit Card,Paid,Confirmed
4259,2025-10-08,CUST004259,Vasana Bath,Male,45.0,,,Kalyan-Dombivli,Singapore,FL004259,Singapore Airlines,QR417,Bangkok,Suvarnabhumi Airport,,Rajiv Gandhi International Airport,2025-11-22,14:30,19:30,Premium Economy,22C,PNR2092215,37300,1865.0,39165.0,Net Banking,Pending,Cancelled
